,Component,Sub-component,Variable,Measure,Country,ISO Code,Year,Value
23724,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Tonga,TON,,1.0
23725,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Trinidad and Tobago,TTO,,1.0
23726,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Tuvalu,TUV,,1.0
23727,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Uganda,UGA,,0.323308270676692
23728,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,United Kingdom,GBR,,0.571945701357466
23729,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,United Republic of Tanzania,TZA,,0.375
23730,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Samoa,WSM,,1.0
23731,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Zambia,ZMB,,1.0
23732,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Commonwealth,,,0.824471028992294
23736,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Lower-middle income,,,0.744047619047619
23737,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Upper-middle income,,,0.829451243584682
23739,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Carribean and Americas,,,0.875760649087221
23740,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Pacific,,,0.867866549604917
23741,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Asia,,,0.780959792477302
23742,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Africa,,,0.715323417502594
23743,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Europe,,,0.872803347280335
23744,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Antigua and Barbuda,ATG,,1.0
23745,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Australia,AUS,,0.876422764227642
23746,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Bahamas,BHS,,1.0
23747,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Bangladesh,BGD,,0.778992106860959
23748,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Barbados,BRB,,1.0
23749,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Botswana,BWA,,1.0
23750,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Belize,BLZ,,1.0
23751,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Solomon Islands,SLB,,1.0
23752,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Brunei Darussalam,BRN,,1.0
23753,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Cameroon,CMR,,0.777777777777778
23754,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Canada,CAN,,0.879227053140097
23755,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Sri Lanka,LKA,,0.796875
23756,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Cyprus,CYP,,1.0
23757,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Dominica,DMA,,1.0
23758,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Fiji,FJI,,1.0
23759,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Gabon,GAB,,1.0
23760,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Gambia,GMB,,1.0
23761,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Ghana,GHA,,1.0
23762,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Kiribati,KIR,,1.0
23763,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Grenada,GRD,,1.0
23764,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Guyana,GUY,,1.0
23765,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,India,IND,,0.785865537321334
23766,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Jamaica,JAM,,0.894117647058824
23767,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Kenya,KEN,,0.785923753665689
23768,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Lesotho,LSO,,1.0
23769,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Malawi,MWI,,0.720930232558139
23770,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Malaysia,MYS,,0.867647058823529
23771,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Maldives,MDV,,1.0
23772,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Malta,MLT,,0.923076923076923
23773,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Mauritius,MUS,,0.947368421052632
23774,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Mozambique,MOZ,,0.710526315789474
23775,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Namibia,NAM,,0.928571428571429
23776,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Nauru,NRU,,1.0
23777,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Vanuatu,VUT,,1.0
23778,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,New Zealand,NZL,,0.88659793814433
23779,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Nigeria,NGA,,0.780458383594692
23780,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Pakistan,PAK,,0.766423357664234
23781,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Papua New Guinea,PNG,,0.888888888888889
23782,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Rwanda,RWA,,0.731448763250883
23783,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Saint Kitts and Nevis,KNA,,1.0
23784,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Saint Lucia,LCA,,1.0
23785,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Saint Vincent and the Grenadines,VCT,,1.0
23786,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Seychelles,SYC,,1.0
23787,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Sierra Leone,SLE,,0.73469387755102
23788,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Singapore,SGP,,0.876865671641791
23789,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,South Africa,ZAF,,0.838877338877339
23790,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Eswatini,SWZ,,1.0
23791,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Togo,TGO,,0.708333333333333
23792,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Tonga,TON,,1.0
23793,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Trinidad and Tobago,TTO,,0.943396226415094
23794,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Tuvalu,TUV,,1.0
23795,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Uganda,UGA,,0.701923076923077
23796,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,United Kingdom,GBR,,0.873641214836287
23797,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,United Republic of Tanzania,TZA,,0.694376528117359
23798,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Samoa,WSM,,1.0
23799,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Zambia,ZMB,,1.0
23800,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Commonwealth,,,0.68663489902428
23804,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Lower-middle income,,,0.529193248808851
23805,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Upper-middle income,,,0.746349378042185
23807,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Carribean and Americas,,,0.820155673904138
23808,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Pacific,,,0.80105198019802
23809,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Asia,,,0.677837210801057
23810,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Africa,,,0.563065207044265
23811,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Europe,,,0.790549508893018
23812,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Antigua and Barbuda,ATG,,1.0
23813,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Australia,AUS,,0.81242626818718
23814,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Bahamas,BHS,,1.0
23815,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Bangladesh,BGD,,0.639876352395672
23816,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Barbados,BRB,,1.0
23817,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Botswana,BWA,,1.0
23818,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Belize,BLZ,,
23819,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Solomon Islands,SLB,,1.0
23820,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Brunei Darussalam,BRN,,1.0
23821,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Cameroon,CMR,,0.640883977900553
23822,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Canada,CAN,,0.821851078636047
23823,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Sri Lanka,LKA,,0.693304535637149
23824,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Cyprus,CYP,,1.0
23825,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Dominica,DMA,,1.0
23826,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Fiji,FJI,,1.0
23827,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Gabon,GAB,,1.0
23828,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Gambia,GMB,,0.333333333333333
23829,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Ghana,GHA,,0.606382978723404
23830,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Kiribati,KIR,,1.0
23831,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Grenada,GRD,,1.0
23832,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Guyana,GUY,,1.0
23833,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,India,IND,,0.643700787401575
23834,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Jamaica,JAM,,0.923076923076923
23835,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Kenya,KEN,,0.698795180722892
23836,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Lesotho,LSO,,0.714285714285714
23837,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Malawi,MWI,,0.416666666666667
23838,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Malaysia,MYS,,0.793522267206478
23839,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Maldives,MDV,,1.0
23840,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Malta,MLT,,0.9
23841,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Mauritius,MUS,,1.0
23842,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Mozambique,MOZ,,0.333333333333333
23843,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Namibia,NAM,,0.882352941176471
23844,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Nauru,NRU,,1.0
23845,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Vanuatu,VUT,,1.0
23846,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,New Zealand,NZL,,0.835543766578249
23847,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Nigeria,NGA,,0.618990384615385
23848,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Pakistan,PAK,,0.625702247191011
23849,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Papua New Guinea,PNG,,0.715025906735751
23850,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Rwanda,RWA,,0.345454545454545
23851,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Saint Kitts and Nevis,KNA,,1.0
23852,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Saint Lucia,LCA,,1.0
23853,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Saint Vincent and the Grenadines,VCT,,1.0
23854,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Seychelles,SYC,,1.0
23855,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Sierra Leone,SLE,,0.292682926829268
23856,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Singapore,SGP,,0.81875
23857,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,South Africa,ZAF,,0.769944341372913
23858,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Eswatini,SWZ,,1.0
23859,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Togo,TGO,,0.301587301587302
23860,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Tonga,TON,,1.0
23861,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Trinidad and Tobago,TTO,,1.0
23862,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Tuvalu,TUV,,1.0
23863,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Uganda,UGA,,0.4
23864,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,United Kingdom,GBR,,0.790673303641603
23865,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,United Republic of Tanzania,TZA,,0.454545454545455
23866,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Samoa,WSM,,1.0
23867,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Zambia,ZMB,,1.0
23868,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Commonwealth,,,0.629154078549849
23872,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Lower-middle income,,,0.601005484460695
23873,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Upper-middle income,,,0.773006134969325
23875,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Carribean and Americas,,,0.883495145631068
23876,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Pacific,,,0.835470085470085
23877,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Asia,,,0.768642447418738
23878,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Africa,,,0.512341062079282
23879,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Europe,,,0.871508379888268
23880,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Antigua and Barbuda,ATG,,1.0
23881,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Australia,AUS,,0.877551020408163
23882,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Bahamas,BHS,,1.0
23883,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Bangladesh,BGD,,0.757575757575758
23884,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Barbados,BRB,,1.0
23885,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Botswana,BWA,,1.0
23886,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Belize,BLZ,,
23887,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Solomon Islands,SLB,,1.0
23888,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Brunei Darussalam,BRN,,
23889,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Cameroon,CMR,,0.719512195121951
23890,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Canada,CAN,,0.884615384615385
23891,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Sri Lanka,LKA,,0.837837837837838
23892,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Cyprus,CYP,,1.0
23893,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Dominica,DMA,,1.0
23894,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Fiji,FJI,,1.0
23895,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Gabon,GAB,,1.0
23896,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Gambia,GMB,,1.0
23897,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Ghana,GHA,,0.666666666666667
23898,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Kiribati,KIR,,1.0
23899,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Grenada,GRD,,1.0
23900,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Guyana,GUY,,1.0
23901,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,India,IND,,0.786936236391913
23902,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Jamaica,JAM,,1.0
23903,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Kenya,KEN,,0.690721649484536
23904,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Lesotho,LSO,,1.0
23905,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Malawi,MWI,,0.428571428571429
23906,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Malaysia,MYS,,1.0
23907,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Maldives,MDV,,
23908,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Malta,MLT,,1.0
23909,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Mauritius,MUS,,1.0
23910,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Mozambique,MOZ,,0.462962962962963
23911,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Namibia,NAM,,1.0
23912,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Nauru,NRU,,1.0
23913,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Vanuatu,VUT,,1.0
23914,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,New Zealand,NZL,,1.0
23915,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Nigeria,NGA,,0.662198391420912
23916,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Pakistan,PAK,,0.736654804270463
23917,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Papua New Guinea,PNG,,0.827586206896552
23918,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Rwanda,RWA,,0.5
23919,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Saint Kitts and Nevis,KNA,,1.0
23920,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Saint Lucia,LCA,,
23921,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Saint Vincent and the Grenadines,VCT,,1.0
23922,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Seychelles,SYC,,1.0
23923,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Sierra Leone,SLE,,0.384615384615385
23924,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Singapore,SGP,,1.0
23925,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,South Africa,ZAF,,0.796992481203007
23926,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Eswatini,SWZ,,1.0
23927,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Togo,TGO,,0.4
23928,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Tonga,TON,,
23929,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Trinidad and Tobago,TTO,,1.0
23930,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Tuvalu,TUV,,
23931,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Uganda,UGA,,0.509803921568627
23932,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,United Kingdom,GBR,,0.871148459383754
23933,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,United Republic of Tanzania,TZA,,0.5
23934,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Samoa,WSM,,
23935,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Zambia,ZMB,,0.8
23936,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Commonwealth,,,0.269787579488567
23940,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Lower-middle income,,,0.265124126295493
23941,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Upper-middle income,,,0.317813765182186
23943,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Carribean and Americas,,,0.357
23944,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Pacific,,,0.321481481481481
23945,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Asia,,,0.281645569620253
23946,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Africa,,,0.2343308865048
23947,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Europe,,,0.349693251533742
23948,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Antigua and Barbuda,ATG,,1.0
23949,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Australia,AUS,,0.365591397849462
23950,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Bahamas,BHS,,1.0
23951,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Bangladesh,BGD,,0.279266572637518
23952,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Barbados,BRB,,1.0
23953,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Botswana,BWA,,0.666666666666667
23954,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Belize,BLZ,,1.0
23955,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Solomon Islands,SLB,,0.5
23956,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Brunei Darussalam,BRN,,0.666666666666667
23957,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Cameroon,CMR,,0.286885245901639
23958,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Canada,CAN,,0.36101083032491
23959,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Sri Lanka,LKA,,0.346153846153846
23960,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Cyprus,CYP,,0.5
23961,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Dominica,DMA,,1.0
23962,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Fiji,FJI,,0.5
23963,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Gabon,GAB,,0.444444444444444
23964,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Gambia,GMB,,0.204081632653061
23965,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Ghana,GHA,,0.280346820809249
23966,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Kiribati,KIR,,1.0
23967,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Grenada,GRD,,1.0
23968,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Guyana,GUY,,1.0
23969,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,India,IND,,0.280845736541939
23970,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Jamaica,JAM,,0.533333333333333
23971,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Kenya,KEN,,0.308943089430894
23972,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Lesotho,LSO,,0.5
23973,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Malawi,MWI,,0.25
23974,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Malaysia,MYS,,0.341772151898734
23975,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Maldives,MDV,,0.75
23976,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Malta,MLT,,1.0
23977,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Mauritius,MUS,,0.6
23978,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Mozambique,MOZ,,0.246376811594203
23979,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Namibia,NAM,,0.5
23980,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Nauru,NRU,,1.0
23981,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Vanuatu,VUT,,0.666666666666667
23982,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,New Zealand,NZL,,0.421052631578947
23983,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Nigeria,NGA,,0.284090909090909
23984,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Pakistan,PAK,,0.284775465498357
23985,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Papua New Guinea,PNG,,0.314814814814815
23986,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Rwanda,RWA,,0.253424657534247
23987,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Saint Kitts and Nevis,KNA,,1.0
23988,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Saint Lucia,LCA,,1.0
23989,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Saint Vincent and the Grenadines,VCT,,1.0
23990,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Seychelles,SYC,,1.0
23991,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Sierra Leone,SLE,,0.188679245283019
23992,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Singapore,SGP,,0.361990950226244
23993,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,South Africa,ZAF,,0.32129963898917
23994,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Eswatini,SWZ,,0.5
23995,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Togo,TGO,,0.2
23996,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Tonga,TON,,1.0
23997,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Trinidad and Tobago,TTO,,0.6
23998,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Tuvalu,TUV,,1.0
23999,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Uganda,UGA,,0.240909090909091
24000,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,United Kingdom,GBR,,0.353474320241692
24001,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,United Republic of Tanzania,TZA,,0.251497005988024
24002,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Samoa,WSM,,1.0
24003,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Zambia,ZMB,,0.322033898305085
24004,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Commonwealth,,,0.150164654226125
24008,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Lower-middle income,,,0.12842064112588
24009,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Upper-middle income,,,0.179439252336449
24011,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Carribean and Americas,,,0.210723860589812
24012,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Pacific,,,0.208154506437768
24013,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Asia,,,0.152180028129395
24014,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Africa,,,0.131946812137743
24015,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Europe,,,0.206941290950373
24016,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Antigua and Barbuda,ATG,,1.0
24017,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Australia,AUS,,0.215302491103203
24018,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Bahamas,BHS,,1.0
24019,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Bangladesh,BGD,,0.147239263803681
24020,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Barbados,BRB,,0.5
24021,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Botswana,BWA,,1.0
24022,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Belize,BLZ,,1.0
24023,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Solomon Islands,SLB,,0.5
24024,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Brunei Darussalam,BRN,,0.5
24025,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Cameroon,CMR,,0.148148148148148
24026,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Canada,CAN,,0.213846153846154
24027,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Sri Lanka,LKA,,0.172413793103448
24028,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Cyprus,CYP,,0.344827586206897
24029,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Dominica,DMA,,1.0
